 * Serving Flask app "server.py"
 * Environment: production
   WARNING: Do not use the development server in a production environment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://130.113.68.111:8000/ (Press CTRL+C to quit)
130.113.70.51 - - [21/Aug/2018 16:58:55] "GET /sendData?numData=1&type1=EC&id1=02&value1=396 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=397 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=398 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=399 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=400 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=401 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=402 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=403 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=404 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=405 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=406 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=407 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=408 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=409 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=410 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=411 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=412 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=413 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=414 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:56] "GET /sendData?numData=1&type1=EC&id1=02&value1=415 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=416 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=417 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=418 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=419 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=420 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=421 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=422 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=423 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=424 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=425 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=426 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=427 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=428 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=429 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=430 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=431 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=432 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=433 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=434 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:57] "GET /sendData?numData=1&type1=EC&id1=02&value1=435 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=436 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=437 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=438 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=439 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=440 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=441 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=442 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=443 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=444 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=445 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=446 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=447 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=448 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=449 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=450 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=451 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=452 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=453 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=454 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:58] "GET /sendData?numData=1&type1=EC&id1=02&value1=455 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=456 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=457 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=458 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=459 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=460 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=461 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=462 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=463 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=464 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=465 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=466 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=467 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=468 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=469 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=470 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=471 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=472 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=473 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=474 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=475 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:58:59] "GET /sendData?numData=1&type1=EC&id1=02&value1=476 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=477 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=478 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=479 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=480 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=481 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=482 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=483 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=484 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=485 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=486 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=487 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=488 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=489 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=490 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=491 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=492 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=493 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=494 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:00] "GET /sendData?numData=1&type1=EC&id1=02&value1=495 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=496 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=497 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=498 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=499 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=500 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=501 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=502 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=503 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=504 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=505 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=506 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=507 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=508 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=509 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=510 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=511 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=512 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:01] "GET /sendData?numData=1&type1=EC&id1=02&value1=513 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=514 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=515 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=516 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=517 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=518 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=519 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=520 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=521 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=522 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=523 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=524 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=525 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=526 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=527 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=528 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=529 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=530 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=531 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=532 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=533 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:02] "GET /sendData?numData=1&type1=EC&id1=02&value1=534 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=535 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=536 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=537 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=538 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=539 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=540 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=541 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=542 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=543 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=544 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=545 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=546 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=547 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=548 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=549 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=550 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=551 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=552 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:03] "GET /sendData?numData=1&type1=EC&id1=02&value1=553 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=554 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=555 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=556 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=557 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=558 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=559 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=560 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=561 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=562 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=563 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=564 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=565 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=566 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=567 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=568 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=569 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=570 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=571 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=572 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:04] "GET /sendData?numData=1&type1=EC&id1=02&value1=573 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=574 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=575 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=576 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=577 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=578 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=579 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=580 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=581 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=582 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=583 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=584 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=585 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=586 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=587 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=588 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=589 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=590 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=591 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=592 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:05] "GET /sendData?numData=1&type1=EC&id1=02&value1=593 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:06] "GET /sendData?numData=1&type1=EC&id1=02&value1=594 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:06] "GET /sendData?numData=1&type1=EC&id1=02&value1=595 HTTP/1.1" 200 -
130.113.70.51 - - [21/Aug/2018 16:59:06] "GET /sendData?numData=1&type1=EC&id1=02&value1=596 HTTP/1.1" 200 -
