Location;DBType;Channel;TimeUTC;Status;Quality;Value
;Raw;Ammonia;11/1/2017 6:53:00 PM;137;0;27.5531997680664
;Raw;Ammonia;11/1/2017 6:54:00 PM;137;0;27.5508003234863
;Raw;Ammonia;11/1/2017 6:55:00 PM;137;0;27.4846000671387
;Raw;Ammonia;11/1/2017 6:56:00 PM;137;0;27.5638008117676
;Raw;Ammonia;11/1/2017 6:57:00 PM;137;0;27.4999008178711
;Raw;Ammonia;11/1/2017 6:58:00 PM;137;0;27.5673999786377
;Raw;Ammonia;11/1/2017 6:59:00 PM;137;0;27.4969997406006
;Raw;Ammonia;11/1/2017 7:00:00 PM;137;0;27.5729007720947
;Raw;Ammonia;11/1/2017 7:01:00 PM;137;0;27.5076999664307
;Raw;Ammonia;11/1/2017 7:02:00 PM;137;0;27.5195999145508
;Raw;Ammonia;11/1/2017 7:03:00 PM;137;0;27.5021991729736
;Raw;Ammonia;11/1/2017 7:04:00 PM;137;0;27.5091991424561
;Raw;Ammonia;11/1/2017 7:05:00 PM;137;0;27.5125999450684
;Raw;Ammonia;11/1/2017 7:06:00 PM;137;0;27.5853996276855
;Raw;Ammonia;11/1/2017 7:07:00 PM;137;0;27.4769992828369
;Raw;Ammonia;11/1/2017 7:08:00 PM;137;0;27.4832000732422
;Raw;Ammonia;11/1/2017 7:09:00 PM;137;0;27.4902992248535
;Raw;Ammonia;11/1/2017 7:10:00 PM;137;0;27.417200088501
;Raw;Ammonia;11/1/2017 7:11:00 PM;137;0;27.4006004333496
;Raw;Ammonia;11/1/2017 7:12:00 PM;137;0;27.328800201416
;Raw;Ammonia;11/1/2017 7:13:00 PM;137;0;27.2560997009277
;Raw;Ammonia;11/1/2017 7:14:00 PM;137;0;27.2604999542236
;Raw;Ammonia;11/1/2017 7:15:00 PM;137;0;27.1951007843018
;Raw;Ammonia;11/1/2017 7:16:00 PM;137;0;27.2045993804932
;Raw;Ammonia;11/1/2017 7:17:00 PM;137;0;27.1315002441406
;Raw;Ammonia;11/1/2017 7:18:00 PM;137;0;27.2702007293701
;Raw;Ammonia;11/1/2017 7:19:00 PM;137;0;27.2598991394043
;Raw;Ammonia;11/1/2017 7:20:00 PM;137;0;27.1919994354248
;Raw;Ammonia;11/1/2017 7:21:00 PM;137;0;27.1909999847412
;Raw;Ammonia;11/1/2017 7:22:00 PM;137;0;27.119499206543
;Raw;Ammonia;11/1/2017 7:23:00 PM;137;0;27.0499000549316
;Raw;Ammonia;11/1/2017 7:24:00 PM;137;0;27.0587997436523
;Raw;Ammonia;11/1/2017 7:25:00 PM;137;0;26.9890995025635
;Raw;Ammonia;11/1/2017 7:26:00 PM;137;0;26.9913005828857
;Raw;Ammonia;11/1/2017 7:27:00 PM;137;0;26.9202995300293
;Raw;Ammonia;11/1/2017 7:28:00 PM;137;0;26.8551998138428
;Raw;Ammonia;11/1/2017 7:29:00 PM;137;0;26.847900390625
;Raw;Ammonia;11/1/2017 7:30:00 PM;137;0;26.7686996459961
;Raw;Ammonia;11/1/2017 7:31:00 PM;137;0;26.775899887085
;Raw;Ammonia;11/1/2017 7:32:00 PM;137;0;26.7660999298096
;Raw;Ammonia;11/1/2017 7:33:00 PM;137;0;26.7640991210938
;Raw;Ammonia;11/1/2017 7:34:00 PM;137;0;26.7630996704102
;Raw;Ammonia;11/1/2017 7:35:00 PM;137;0;26.765100479126
;Raw;Ammonia;11/1/2017 7:36:00 PM;137;0;26.6991004943848
;Raw;Ammonia;11/1/2017 7:37:00 PM;137;0;26.6961002349854
;Raw;Ammonia;11/1/2017 7:38:00 PM;137;0;26.6919002532959
;Raw;Ammonia;11/1/2017 7:39:00 PM;137;0;26.6270999908447
;Raw;Ammonia;11/1/2017 7:40:00 PM;137;0;26.6273994445801
;Raw;Ammonia;11/1/2017 7:41:00 PM;137;0;26.6333999633789
;Raw;Ammonia;11/1/2017 7:42:00 PM;137;0;26.6240997314453
;Raw;Ammonia;11/1/2017 7:43:00 PM;137;0;26.631799697876
;Raw;Ammonia;11/1/2017 7:44:00 PM;137;0;26.6396007537842
;Raw;Ammonia;11/1/2017 7:45:00 PM;137;0;26.6373996734619
;Raw;Ammonia;11/1/2017 7:46:00 PM;137;0;26.6415996551514
